GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017
G250017067665,2006-2010,,,Massachusetts,25,Middlesex County,17,Stoneham Town,67665,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stoneham Town, Middlesex County, Massachusetts",8917,450,279,308,355,273,326,323,254,276,709,750,1566,1171,632,788,457,"Stoneham Town, Middlesex County, Massachusetts",238,138,106,108,134,109,113,110,107,97,191,181,247,191,173,155,129
G250017068050,2006-2010,,,Massachusetts,25,Middlesex County,17,Stow Town,68050,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stow Town, Middlesex County, Massachusetts",2271,43,50,0,53,84,22,27,26,70,86,202,372,211,341,307,377,"Stow Town, Middlesex County, Massachusetts",134,39,40,127,41,55,25,32,32,50,62,80,132,95,114,110,128
G250017068260,2006-2010,,,Massachusetts,25,Middlesex County,17,Sudbury Town,68260,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sudbury Town, Middlesex County, Massachusetts",5555,140,84,28,68,69,68,134,18,68,163,308,489,410,665,928,1915,"Sudbury Town, Middlesex County, Massachusetts",127,74,48,27,47,50,40,69,21,49,72,99,142,128,141,164,197
G250017069415,2006-2010,,,Massachusetts,25,Middlesex County,17,Tewksbury Town,69415,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tewksbury Town, Middlesex County, Massachusetts",10341,224,328,462,345,281,328,181,430,307,634,1127,1571,1427,1025,1177,494,"Tewksbury Town, Middlesex County, Massachusetts",316,114,114,141,119,100,112,75,116,121,161,225,209,245,187,168,127
G250017070360,2006-2010,,,Massachusetts,25,Middlesex County,17,Townsend Town,70360,,,,,,,,,,,,,,,,,,,,,,,,,,,"Townsend Town, Middlesex County, Massachusetts",3099,105,95,99,43,118,46,94,78,59,264,497,605,331,325,280,60,"Townsend Town, Middlesex County, Massachusetts",134,76,49,59,39,69,31,60,57,44,113,118,118,87,88,96,36
G250017071025,2006-2010,,,Massachusetts,25,Middlesex County,17,Tyngsborough Town,71025,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyngsborough Town, Middlesex County, Massachusetts",3745,139,86,84,124,85,93,138,203,122,173,259,441,610,336,479,373,"Tyngsborough Town, Middlesex County, Massachusetts",131,109,50,50,112,53,75,71,117,72,73,87,125,146,107,117,92
G250017072215,2006-2010,,,Massachusetts,25,Middlesex County,17,Wakefield Town,72215,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wakefield Town, Middlesex County, Massachusetts",9910,331,304,260,238,290,279,335,354,172,688,986,1278,1242,1103,1360,690,"Wakefield Town, Middlesex County, Massachusetts",373,132,141,97,94,124,129,129,129,75,176,182,261,220,230,238,150
G250017072600,2006-2010,,,Massachusetts,25,Middlesex County,17,Waltham City,72600,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waltham City, Middlesex County, Massachusetts",22429,1616,967,1004,907,490,861,754,1065,799,1582,2382,3226,2265,1344,1752,1415,"Waltham City, Middlesex County, Massachusetts",1313,332,192,275,196,134,225,195,226,183,299,380,377,360,237,266,235
G250017073440,2006-2010,,,Massachusetts,25,Middlesex County,17,WaterTown Town City,73440,,,,,,,,,,,,,,,,,,,,,,,,,,,"WaterTown Town City, Middlesex County, Massachusetts",14300,525,455,500,564,575,517,347,426,484,1119,1745,2290,1683,1049,1179,842,"WaterTown Town City, Middlesex County, Massachusetts",431,147,167,144,146,169,174,138,140,159,238,297,348,261,267,221,201
G250017073790,2006-2010,,,Massachusetts,25,Middlesex County,17,Wayland Town,73790,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayland Town, Middlesex County, Massachusetts",4818,101,54,62,64,66,62,87,113,129,315,366,437,470,519,666,1307,"Wayland Town, Middlesex County, Massachusetts",140,53,40,50,41,59,46,54,66,80,131,111,116,114,164,118,152
G250017076135,2006-2010,,,Massachusetts,25,Middlesex County,17,Westford Town,76135,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westford Town, Middlesex County, Massachusetts",7149,77,105,126,123,83,129,133,136,139,437,455,967,834,759,1373,1273,"Westford Town, Middlesex County, Massachusetts",166,53,61,59,70,53,63,61,84,67,149,148,184,179,144,178,146
G250017077255,2006-2010,,,Massachusetts,25,Middlesex County,17,Weston Town,77255,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weston Town, Middlesex County, Massachusetts",3545,43,96,64,77,86,52,71,46,74,88,231,264,225,368,368,1392,"Weston Town, Middlesex County, Massachusetts",197,37,56,42,49,75,40,62,37,47,45,105,106,100,114,97,181
G250017080230,2006-2010,,,Massachusetts,25,Middlesex County,17,Wilmington Town,80230,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington Town, Middlesex County, Massachusetts",7221,47,82,126,232,140,170,153,400,186,460,493,1320,1074,768,983,587,"Wilmington Town, Middlesex County, Massachusetts",173,36,53,72,123,72,85,88,132,73,143,111,192,171,171,164,154
G250017080510,2006-2010,,,Massachusetts,25,Middlesex County,17,Winchester Town,80510,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winchester Town, Middlesex County, Massachusetts",7631,256,157,228,164,231,125,173,126,137,430,386,833,677,436,1003,2269,"Winchester Town, Middlesex County, Massachusetts",226,117,88,86,84,100,83,64,59,61,126,125,176,143,105,174,208
G250017081035,2006-2010,,,Massachusetts,25,Middlesex County,17,Woburn City,81035,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woburn City, Middlesex County, Massachusetts",15489,661,585,555,363,540,481,645,819,560,1297,1712,2677,1878,1211,1020,485,"Woburn City, Middlesex County, Massachusetts",343,164,151,163,131,139,161,196,183,188,279,302,290,289,223,196,131
G250019000000,2006-2010,,,Massachusetts,25,Nantucket County,19,County subdivisions not defined,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"County subdivisions not defined, Nantucket County, Massachusetts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"County subdivisions not defined, Nantucket County, Massachusetts",127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
G250019043790,2006-2010,,,Massachusetts,25,Nantucket County,19,Nantucket Town,43790,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nantucket Town, Nantucket County, Massachusetts",3623,165,109,67,147,114,91,148,44,121,159,358,625,338,416,200,521,"Nantucket Town, Nantucket County, Massachusetts",326,73,74,44,79,63,68,102,37,84,73,162,202,114,173,91,131
G250021002935,2006-2010,,,Massachusetts,25,Norfolk County,21,Avon Town,2935,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avon Town, Norfolk County, Massachusetts",1689,23,57,44,100,116,61,38,41,83,171,185,222,304,115,112,17,"Avon Town, Norfolk County, Massachusetts",111,27,37,29,57,70,40,34,31,79,89,86,76,84,66,54,21
G250021004930,2006-2010,,,Massachusetts,25,Norfolk County,21,Bellingham Town,4930,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham Town, Norfolk County, Massachusetts",5975,138,160,185,219,211,258,155,247,246,528,549,1022,945,407,574,131,"Bellingham Town, Norfolk County, Massachusetts",194,82,88,105,97,92,112,77,96,95,156,131,195,204,133,152,67
G250021007740,2006-2010,,,Massachusetts,25,Norfolk County,21,Braintree Town City,7740,,,,,,,,,,,,,,,,,,,,,,,,,,,"Braintree Town City, Norfolk County, Massachusetts",13402,513,453,350,403,546,378,429,425,510,934,1253,2050,1858,967,1339,994,"Braintree Town City, Norfolk County, Massachusetts",331,156,159,120,117,166,138,147,109,136,193,224,254,244,189,227,186
G250021009175,2006-2010,,,Massachusetts,25,Norfolk County,21,Brookline Town,9175,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brookline Town, Norfolk County, Massachusetts",24475,2066,1128,534,529,412,610,574,612,752,1430,1535,2530,2582,1946,2328,4907,"Brookline Town, Norfolk County, Massachusetts",527,395,238,143,164,147,161,208,178,191,250,278,352,318,303,268,378
G250021011315,2006-2010,,,Massachusetts,25,Norfolk County,21,Canton Town,11315,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canton Town, Norfolk County, Massachusetts",8094,446,250,223,277,182,154,289,319,314,352,537,1265,989,743,864,890,"Canton Town, Norfolk County, Massachusetts",287,142,106,88,108,89,62,122,146,128,128,156,200,214,157,171,146
G250021014640,2006-2010,,,Massachusetts,25,Norfolk County,21,Cohasset Town,14640,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cohasset Town, Norfolk County, Massachusetts",2631,81,59,44,90,30,42,82,40,52,97,203,356,222,309,142,782,"Cohasset Town, Norfolk County, Massachusetts",188,76,45,43,65,35,39,78,36,46,58,99,117,126,111,63,131
G250021016495,2006-2010,,,Massachusetts,25,Norfolk County,21,Dedham Town,16495,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dedham Town, Norfolk County, Massachusetts",9431,357,359,281,311,147,275,406,318,285,553,1113,1281,1154,848,881,862,"Dedham Town, Norfolk County, Massachusetts",269,120,127,107,113,59,93,131,108,108,160,197,222,161,146,173,140
G250021017405,2006-2010,,,Massachusetts,25,Norfolk County,21,Dover Town,17405,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dover Town, Norfolk County, Massachusetts",1773,11,25,0,20,10,83,11,25,33,61,142,109,168,99,247,729,"Dover Town, Norfolk County, Massachusetts",84,17,26,127,24,17,56,17,37,26,46,74,54,73,47,96,113
G250021024820,2006-2010,,,Massachusetts,25,Norfolk County,21,Foxborough Town,24820,,,,,,,,,,,,,,,,,,,,,,,,,,,"Foxborough Town, Norfolk County, Massachusetts",6395,119,85,78,266,213,258,281,135,169,437,557,900,860,609,876,552,"Foxborough Town, Norfolk County, Massachusetts",214,78,52,48,139,106,132,104,69,95,136,139,169,201,129,162,139
G250021025172,2006-2010,,,Massachusetts,25,Norfolk County,21,Franklin Town City,25172,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin Town City, Norfolk County, Massachusetts",10870,517,195,169,281,416,324,241,248,292,620,951,1735,1528,923,1556,874,"Franklin Town City, Norfolk County, Massachusetts",260,174,80,80,110,150,125,102,114,107,179,217,208,218,175,237,163
G250021030455,2006-2010,,,Massachusetts,25,Norfolk County,21,Holbrook Town,30455,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holbrook Town, Norfolk County, Massachusetts",4083,150,112,191,115,157,273,166,208,160,339,662,563,391,301,211,84,"Holbrook Town, Norfolk County, Massachusetts",194,73,57,81,70,118,162,88,121,94,159,176,158,138,112,101,59
G250021039765,2006-2010,,,Massachusetts,25,Norfolk County,21,Medfield Town,39765,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medfield Town, Norfolk County, Massachusetts",3954,45,34,53,80,94,115,118,123,66,135,218,411,459,357,685,961,"Medfield Town, Norfolk County, Massachusetts",132,37,30,46,53,46,51,60,74,40,65,86,120,121,103,171,160
G250021039975,2006-2010,,,Massachusetts,25,Norfolk County,21,Medway Town,39975,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medway Town, Norfolk County, Massachusetts",4357,87,101,94,96,70,129,71,139,107,281,379,530,674,481,591,527,"Medway Town, Norfolk County, Massachusetts",118,59,59,57,66,53,85,50,67,70,99,139,112,141,110,129,134
G250021041515,2006-2010,,,Massachusetts,25,Norfolk County,21,Millis Town,41515,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millis Town, Norfolk County, Massachusetts",3003,27,86,108,88,51,93,83,179,79,327,234,426,409,360,269,184,"Millis Town, Norfolk County, Massachusetts",109,29,58,61,58,41,61,56,87,49,112,96,111,136,134,100,90
G250021041690,2006-2010,,,Massachusetts,25,Norfolk County,21,Milton Town,41690,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milton Town, Norfolk County, Massachusetts",9335,325,220,265,391,247,184,235,235,163,421,620,1546,887,759,1223,1614,"Milton Town, Norfolk County, Massachusetts",318,143,88,116,176,98,103,107,106,76,135,158,267,187,187,209,240
G250021044105,2006-2010,,,Massachusetts,25,Norfolk County,21,Needham Town,44105,,,,,,,,,,,,,,,,,,,,,,,,,,,"Needham Town, Norfolk County, Massachusetts",10373,298,381,194,309,201,156,111,223,143,444,885,971,1321,706,1134,2896,"Needham Town, Norfolk County, Massachusetts",256,107,143,84,110,72,62,55,101,64,123,170,172,200,158,201,288
G250021046050,2006-2010,,,Massachusetts,25,Norfolk County,21,Norfolk Town,46050,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norfolk Town, Norfolk County, Massachusetts",2913,68,43,62,42,35,56,18,120,34,161,166,424,353,388,430,513,"Norfolk Town, Norfolk County, Massachusetts",321,42,33,39,51,28,40,21,75,27,72,66,114,115,113,114,132
G250021050250,2006-2010,,,Massachusetts,25,Norfolk County,21,Norwood Town,50250,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwood Town, Norfolk County, Massachusetts",11488,350,355,369,502,456,383,229,356,564,946,1382,2016,1243,1092,767,478,"Norwood Town, Norfolk County, Massachusetts",340,134,141,131,155,146,136,111,110,169,202,248,337,239,221,169,145
G250021054100,2006-2010,,,Massachusetts,25,Norfolk County,21,Plainville Town,54100,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plainville Town, Norfolk County, Massachusetts",3221,144,63,175,124,63,107,154,101,94,268,395,399,502,298,203,131,"Plainville Town, Norfolk County, Massachusetts",126,86,50,99,62,52,68,89,67,62,107,165,138,143,104,102,69
G250021055745,2006-2010,,,Massachusetts,25,Norfolk County,21,Quincy City,55745,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quincy City, Norfolk County, Massachusetts",40600,2557,2377,1895,1835,1454,1821,1446,1993,1677,3293,4248,6227,3796,2476,1981,1524,"Quincy City, Norfolk County, Massachusetts",765,331,352,309,261,276,299,285,282,311,391,422,476,344,376,304,237
G250021055955,2006-2010,,,Massachusetts,25,Norfolk County,21,Randolph Town,55955,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph Town, Norfolk County, Massachusetts",12247,722,682,512,700,360,520,459,526,351,863,1259,2009,1429,671,772,412,"Randolph Town, Norfolk County, Massachusetts",441,239,220,173,237,186,182,166,163,159,214,241,279,322,202,196,148
G250021060785,2006-2010,,,Massachusetts,25,Norfolk County,21,Sharon Town,60785,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharon Town, Norfolk County, Massachusetts",6138,199,205,157,97,84,179,138,103,87,224,499,647,686,659,959,1215,"Sharon Town, Norfolk County, Massachusetts",143,83,95,94,55,54,90,63,49,47,79,116,118,150,119,173,179
G250021067945,2006-2010,,,Massachusetts,25,Norfolk County,21,Stoughton Town,67945,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stoughton Town, Norfolk County, Massachusetts",10117,554,505,578,511,336,350,352,331,406,649,1032,1251,1196,751,958,357,"Stoughton Town, Norfolk County, Massachusetts",438,167,145,159,186,128,104,102,99,157,140,182,198,196,161,186,121
G250021072495,2006-2010,,,Massachusetts,25,Norfolk County,21,Walpole Town,72495,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walpole Town, Norfolk County, Massachusetts",8542,243,163,355,214,119,165,215,333,273,614,791,1157,898,849,1109,1044,"Walpole Town, Norfolk County, Massachusetts",319,125,82,117,92,66,85,88,120,100,176,166,238,184,194,222,183
G250021074175,2006-2010,,,Massachusetts,25,Norfolk County,21,Wellesley Town,74175,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wellesley Town, Norfolk County, Massachusetts",8564,376,203,132,173,168,276,117,159,128,243,420,666,782,681,894,3146,"Wellesley Town, Norfolk County, Massachusetts",394,139,83,70,77,82,101,54,84,53,85,131,166,171,135,187,271
G250021078690,2006-2010,,,Massachusetts,25,Norfolk County,21,Westwood Town,78690,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westwood Town, Norfolk County, Massachusetts",5172,207,149,145,201,161,123,67,99,118,189,299,489,546,379,758,1242,"Westwood Town, Norfolk County, Massachusetts",148,76,85,77,102,73,66,46,56,61,94,108,130,137,107,147,153
G250021078972,2006-2010,,,Massachusetts,25,Norfolk County,21,Weymouth Town City,78972,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weymouth Town City, Norfolk County, Massachusetts",22479,1176,911,861,824,786,952,876,1050,800,1887,2534,3247,2493,1607,1570,905,"Weymouth Town City, Norfolk County, Massachusetts",437,223,202,202,211,182,208,217,226,233,307,367,358,287,220,224,184
G250021082315,2006-2010,,,Massachusetts,25,Norfolk County,21,Wrentham Town,82315,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wrentham Town, Norfolk County, Massachusetts",3859,92,64,128,82,86,116,114,63,176,131,478,462,458,405,485,519,"Wrentham Town, Norfolk County, Massachusetts",170,64,39,62,50,57,63,73,48,82,79,178,126,146,123,121,122
G250023000000,2006-2010,,,Massachusetts,25,Plymouth County,23,County subdivisions not defined,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"County subdivisions not defined, Plymouth County, Massachusetts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"County subdivisions not defined, Plymouth County, Massachusetts",127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
G250023000170,2006-2010,,,Massachusetts,25,Plymouth County,23,Abington Town,170,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abington Town, Plymouth County, Massachusetts",5984,271,221,267,170,139,188,147,271,192,500,649,822,1054,393,500,200,"Abington Town, Plymouth County, Massachusetts",228,123,87,136,95,92,82,69,144,110,164,130,207,199,119,133,90
G250023008085,2006-2010,,,Massachusetts,25,Plymouth County,23,Bridgewater Town,8085,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bridgewater Town, Plymouth County, Massachusetts",7472,176,179,252,158,138,152,167,443,184,517,686,1441,1213,645,800,321,"Bridgewater Town, Plymouth County, Massachusetts",451,77,89,109,78,72,95,92,151,87,163,166,261,217,144,189,119
G250023009000,2006-2010,,,Massachusetts,25,Plymouth County,23,Brockton City,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brockton City, Plymouth County, Massachusetts",33781,2582,2263,1852,1576,1967,1805,1657,1521,1703,2401,4195,4977,2298,1533,917,534,"Brockton City, Plymouth County, Massachusetts",654,351,342,301,299,328,303,338,251,285,336,418,511,306,271,187,111
G250023011665,2006-2010,,,Massachusetts,25,Plymouth County,23,Carver Town,11665,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carver Town, Plymouth County, Massachusetts",4279,202,116,133,170,199,136,181,266,183,277,409,720,541,403,244,99,"Carver Town, Plymouth County, Massachusetts",184,107,80,78,79,97,65,85,119,91,131,119,141,135,116,100,72
G250023017895,2006-2010,,,Massachusetts,25,Plymouth County,23,Duxbury Town,17895,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duxbury Town, Plymouth County, Massachusetts",5302,146,116,37,78,173,154,82,106,102,268,515,499,592,517,746,1171,"Duxbury Town, Plymouth County, Massachusetts",191,75,78,29,54,74,69,54,77,48,101,146,103,131,120,135,151
G250023018455,2006-2010,,,Massachusetts,25,Plymouth County,23,East Bridgewater Town,18455,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Bridgewater Town, Plymouth County, Massachusetts",4643,145,141,101,155,141,153,133,229,221,296,457,833,680,366,382,210,"East Bridgewater Town, Plymouth County, Massachusetts",203,111,69,75,66,108,97,65,100,119,99,142,132,163,126,135,85
G250023027795,2006-2010,,,Massachusetts,25,Plymouth County,23,Halifax Town,27795,,,,,,,,,,,,,,,,,,,,,,,,,,,"Halifax Town, Plymouth County, Massachusetts",2795,138,92,91,100,57,74,144,13,67,207,287,608,387,148,261,121,"Halifax Town, Plymouth County, Massachusetts",142,71,81,83,55,48,47,92,22,51,78,119,158,137,66,112,88
G250023028285,2006-2010,,,Massachusetts,25,Plymouth County,23,Hanover Town,28285,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanover Town, Plymouth County, Massachusetts",4808,229,135,49,141,121,114,122,28,87,257,357,756,646,679,628,459,"Hanover Town, Plymouth County, Massachusetts",162,111,70,40,69,82,57,82,33,62,103,97,199,160,142,164,134
G250023028495,2006-2010,,,Massachusetts,25,Plymouth County,23,Hanson Town,28495,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanson Town, Plymouth County, Massachusetts",3435,39,101,116,158,46,110,94,71,92,212,309,914,460,236,357,120,"Hanson Town, Plymouth County, Massachusetts",118,31,56,55,78,52,47,60,59,57,79,103,153,116,78,93,58
G250023030210,2006-2010,,,Massachusetts,25,Plymouth County,23,Hingham Town,30210,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hingham Town, Plymouth County, Massachusetts",7997,315,159,192,247,255,204,197,281,235,360,778,831,685,625,1051,1582,"Hingham Town, Plymouth County, Massachusetts",238,148,65,86,103,80,77,99,107,82,121,183,179,154,144,181,165
G250023031645,2006-2010,,,Massachusetts,25,Plymouth County,23,Hull Town,31645,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hull Town, Plymouth County, Massachusetts",4691,194,171,228,186,81,231,314,148,84,329,518,548,815,392,184,268,"Hull Town, Plymouth County, Massachusetts",204,103,106,101,88,84,99,116,68,56,120,124,150,155,129,76,91
G250023033220,2006-2010,,,Massachusetts,25,Plymouth County,23,Kingston Town,33220,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kingston Town, Plymouth County, Massachusetts",4597,154,206,127,94,160,100,242,154,216,276,476,589,403,447,574,379,"Kingston Town, Plymouth County, Massachusetts",204,108,100,87,75,90,82,114,96,98,119,148,127,119,140,166,111
G250023033920,2006-2010,,,Massachusetts,25,Plymouth County,23,Lakeville Town,33920,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakeville Town, Plymouth County, Massachusetts",3588,77,73,33,101,27,118,72,86,88,326,326,672,524,348,472,245,"Lakeville Town, Plymouth County, Massachusetts",152,61,55,38,63,30,62,56,56,52,111,116,199,146,134,151,91
G250023038540,2006-2010,,,Massachusetts,25,Plymouth County,23,Marion Town,38540,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion Town, Plymouth County, Massachusetts",1874,45,27,65,98,14,27,13,65,38,61,210,243,378,177,217,196,"Marion Town, Plymouth County, Massachusetts",131,44,30,48,71,23,30,21,45,39,42,91,94,118,81,95,77
G250023038855,2006-2010,,,Massachusetts,25,Plymouth County,23,Marshfield Town,38855,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshfield Town, Plymouth County, Massachusetts",9363,272,326,283,331,175,159,301,362,270,677,1015,1226,1013,906,1120,927,"Marshfield Town, Plymouth County, Massachusetts",296,110,146,114,134,101,95,139,136,117,172,217,238,189,189,222,164
G250023039450,2006-2010,,,Massachusetts,25,Plymouth County,23,Mattapoisett Town,39450,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mattapoisett Town, Plymouth County, Massachusetts",2571,124,89,106,68,84,135,105,72,71,154,280,454,215,180,215,219,"Mattapoisett Town, Plymouth County, Massachusetts",145,93,55,63,53,57,113,79,59,62,77,94,133,95,72,103,75
G250023040850,2006-2010,,,Massachusetts,25,Plymouth County,23,Middleborough Town,40850,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middleborough Town, Plymouth County, Massachusetts",7610,315,229,174,217,214,358,209,220,408,867,863,1305,1045,559,444,183,"Middleborough Town, Plymouth County, Massachusetts",666,124,115,80,86,92,113,90,94,149,228,195,267,254,159,136,88
G250023050145,2006-2010,,,Massachusetts,25,Plymouth County,23,Norwell Town,50145,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwell Town, Plymouth County, Massachusetts",3432,34,116,65,121,80,102,143,119,68,137,197,393,508,270,324,755,"Norwell Town, Plymouth County, Massachusetts",129,31,60,40,63,59,56,86,67,39,64,75,101,106,82,98,137
G250023052630,2006-2010,,,Massachusetts,25,Plymouth County,23,Pembroke Town,52630,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pembroke Town, Plymouth County, Massachusetts",6279,143,171,290,167,158,158,125,199,190,333,937,1028,914,478,515,473,"Pembroke Town, Plymouth County, Massachusetts",207,84,84,117,77,80,108,55,101,87,112,185,207,186,121,121,125
G250023054310,2006-2010,,,Massachusetts,25,Plymouth County,23,Plymouth Town,54310,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth Town, Plymouth County, Massachusetts",21177,927,813,717,565,749,917,615,844,560,1522,2402,3384,2824,1840,1445,1053,"Plymouth Town, Plymouth County, Massachusetts",407,225,227,189,146,159,212,178,180,148,268,312,353,340,252,230,211
G250023054415,2006-2010,,,Massachusetts,25,Plymouth County,23,Plympton Town,54415,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plympton Town, Plymouth County, Massachusetts",927,35,15,20,48,11,0,10,37,34,99,50,210,121,100,74,63,"Plympton Town, Plymouth County, Massachusetts",77,32,15,15,41,12,127,10,36,24,52,29,56,55,48,36,36
G250023057600,2006-2010,,,Massachusetts,25,Plymouth County,23,Rochester Town,57600,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester Town, Plymouth County, Massachusetts",1735,8,38,19,91,18,56,69,42,27,77,217,325,270,230,165,83,"Rochester Town, Plymouth County, Massachusetts",86,15,29,20,68,20,28,44,28,26,38,72,105,80,86,50,57
G250023057775,2006-2010,,,Massachusetts,25,Plymouth County,23,Rockland Town,57775,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockland Town, Plymouth County, Massachusetts",6913,192,286,217,123,389,304,438,229,343,701,941,987,957,321,384,101,"Rockland Town, Plymouth County, Massachusetts",271,100,112,97,83,153,98,136,101,152,218,260,199,203,147,126,58
G250023060330,2006-2010,,,Massachusetts,25,Plymouth County,23,Scituate Town,60330,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scituate Town, Plymouth County, Massachusetts",6950,189,150,133,229,244,187,244,195,298,546,653,740,1006,543,589,1004,"Scituate Town, Plymouth County, Massachusetts",249,101,65,63,115,107,72,129,77,110,176,170,194,163,127,149,200
G250023072985,2006-2010,,,Massachusetts,25,Plymouth County,23,Wareham Town,72985,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wareham Town, Plymouth County, Massachusetts",9125,752,459,479,338,352,407,362,552,336,921,883,1310,1019,545,287,123,"Wareham Town, Plymouth County, Massachusetts",325,230,165,159,129,120,133,138,146,142,259,192,231,209,170,114,71
G250023075260,2006-2010,,,Massachusetts,25,Plymouth County,23,West Bridgewater Town,75260,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Bridgewater Town, Plymouth County, Massachusetts",2480,67,127,121,85,118,40,86,60,67,245,200,378,364,164,183,175,"West Bridgewater Town, Plymouth County, Massachusetts",139,46,69,66,45,74,31,53,37,47,101,71,99,134,76,69,77
G250023079530,2006-2010,,,Massachusetts,25,Plymouth County,23,Whitman Town,79530,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitman Town, Plymouth County, Massachusetts",5175,242,185,168,171,130,138,89,203,214,391,633,979,606,511,407,108,"Whitman Town, Plymouth County, Massachusetts",141,96,99,89,67,66,57,59,85,94,100,130,164,135,111,116,58
