GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELM,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
"G17026250","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Miller Township Community Consolidated School District","26250",,,,"Miller Township Community Consolidated School District, Illinois",2141,"Miller Township Community Consolidated School District, Illinois",291
"G17026310","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Minooka Community Consolidated School District 201","26310",,,,"Minooka Community Consolidated School District 201, Illinois",16323,"Minooka Community Consolidated School District 201, Illinois",677
"G17026370","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Mokena School District 159","26370",,,,"Mokena School District 159, Illinois",17361,"Mokena School District 159, Illinois",457
"G17026490","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Monroe School District 70","26490",,,,"Monroe School District 70, Illinois",2637,"Monroe School District 70, Illinois",266
"G17026590","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Montmorency Community Consolidated School District 145","26590",,,,"Montmorency Community Consolidated School District 145, Illinois",2498,"Montmorency Community Consolidated School District 145, Illinois",154
"G17026610","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Morris School District 54","26610",,,,"Morris School District 54, Illinois",12836,"Morris School District 54, Illinois",260
"G17026820","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Golf Elementary School District 67","26820",,,,"Golf Elementary School District 67, Illinois",6306,"Golf Elementary School District 67, Illinois",506
"G17026850","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Morton Grove School District 70","26850",,,,"Morton Grove School District 70, Illinois",8293,"Morton Grove School District 70, Illinois",513
"G17027210","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Mount Prospect School District 57","27210",,,,"Mount Prospect School District 57, Illinois",19671,"Mount Prospect School District 57, Illinois",801
"G17027340","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon School District 80","27340",,,,"Mount Vernon School District 80, Illinois",14390,"Mount Vernon School District 80, Illinois",539
"G17027540","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Mundelein Elementary School District 75","27540",,,,"Mundelein Elementary School District 75, Illinois",16973,"Mundelein Elementary School District 75, Illinois",887
"G17027720","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Nashville Consolidated Community School District 49","27720",,,,"Nashville Consolidated Community School District 49, Illinois",5145,"Nashville Consolidated Community School District 49, Illinois",262
"G17027810","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Nelson Public School District 8","27810",,,,"Nelson Public School District 8, Illinois",319,"Nelson Public School District 8, Illinois",89
"G17027930","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Nettle Creek Community Consolidated School District 24C","27930",,,,"Nettle Creek Community Consolidated School District 24C, Illinois",892,"Nettle Creek Community Consolidated School District 24C, Illinois",172
"G17028110","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"New Hope Community Consolidated School District 6","28110",,,,"New Hope Community Consolidated School District 6, Illinois",1615,"New Hope Community Consolidated School District 6, Illinois",234
"G17028140","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"New Lenox School District 122","28140",,,,"New Lenox School District 122, Illinois",35731,"New Lenox School District 122, Illinois",413
"G17028160","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"New Simpson Hill Consolidated District 32","28160",,,,"New Simpson Hill Consolidated District 32, Illinois",3367,"New Simpson Hill Consolidated District 32, Illinois",393
"G17028270","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Newark Community Consolidated School District 66","28270",,,,"Newark Community Consolidated School District 66, Illinois",2336,"Newark Community Consolidated School District 66, Illinois",345
"G17028500","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Niles Elementary School District 71","28500",,,,"Niles Elementary School District 71, Illinois",7270,"Niles Elementary School District 71, Illinois",363
"G17028650","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Norridge School District 80","28650",,,,"Norridge School District 80, Illinois",12435,"Norridge School District 80, Illinois",572
"G17028890","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"North Palos School District 117","28890",,,,"North Palos School District 117, Illinois",26239,"North Palos School District 117, Illinois",534
"G17028920","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"North Pekin-Marquette Heights School District 102","28920",,,,"North Pekin-Marquette Heights School District 102, Illinois",5117,"North Pekin-Marquette Heights School District 102, Illinois",286
"G17028980","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Northbrook School District 28","28980",,,,"Northbrook School District 28, Illinois",13725,"Northbrook School District 28, Illinois",606
"G17029040","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Norwood Elementary School District 63","29040",,,,"Norwood Elementary School District 63, Illinois",4543,"Norwood Elementary School District 63, Illinois",488
"G17029100","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Oak Grove School District 68 (Peoria County)","29100",,,,"Oak Grove School District 68 (Peoria County), Illinois",3595,"Oak Grove School District 68 (Peoria County), Illinois",275
"G17029130","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Oak Grove School District 68 (Lake County)","29130",,,,"Oak Grove School District 68 (Lake County), Illinois",7275,"Oak Grove School District 68 (Lake County), Illinois",334
"G17029190","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Oak Lawn-Hometown School District 123","29190",,,,"Oak Lawn-Hometown School District 123, Illinois",32880,"Oak Lawn-Hometown School District 123, Illinois",994
"G17029250","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Oak Park Elementary School District 97","29250",,,,"Oak Park Elementary School District 97, Illinois",53103,"Oak Park Elementary School District 97, Illinois",34
"G17029310","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Oakdale Community Consolidated School District 1","29310",,,,"Oakdale Community Consolidated School District 1, Illinois",813,"Oakdale Community Consolidated School District 1, Illinois",140
"G17029520","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Odell Community Consolidated School District 435","29520",,,,"Odell Community Consolidated School District 435, Illinois",1529,"Odell Community Consolidated School District 435, Illinois",193
"G17029580","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Odin School District 122","29580",,,,"Odin School District 122, Illinois",1785,"Odin School District 122, Illinois",304
"G17029670","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Oglesby Elementary School District 125","29670",,,,"Oglesby Elementary School District 125, Illinois",4408,"Oglesby Elementary School District 125, Illinois",147
"G17029700","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Ohio Community Consolidated School District 17","29700",,,,"Ohio Community Consolidated School District 17, Illinois",862,"Ohio Community Consolidated School District 17, Illinois",166
"G17029760","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"O'Fallon Community Consolidated School District 90","29760",,,,"O'Fallon Community Consolidated School District 90, Illinois",26098,"O'Fallon Community Consolidated School District 90, Illinois",357
"G17030220","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Orland School District 135","30220",,,,"Orland School District 135, Illinois",53482,"Orland School District 135, Illinois",787
"G17030300","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Ottawa Elementary School District 141","30300",,,,"Ottawa Elementary School District 141, Illinois",20411,"Ottawa Elementary School District 141, Illinois",231
"G17030420","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Palatine Community Consolidated School District 15","30420",,,,"Palatine Community Consolidated School District 15, Illinois",117755,"Palatine Community Consolidated School District 15, Illinois",638
"G17030510","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Community Consolidated School District 180","30510",,,,"Community Consolidated School District 180, Illinois",6618,"Community Consolidated School District 180, Illinois",796
"G17030570","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Palos Heights School District 128","30570",,,,"Palos Heights School District 128, Illinois",9613,"Palos Heights School District 128, Illinois",515
"G17030600","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Palos Community Consolidated School District 118","30600",,,,"Palos Community Consolidated School District 118, Illinois",23341,"Palos Community Consolidated School District 118, Illinois",551
"G17030810","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Park Forest School District 163","30810",,,,"Park Forest School District 163, Illinois",16095,"Park Forest School District 163, Illinois",458
"G17030840","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Park Ridge Consolidated Community School District 64","30840",,,,"Park Ridge Consolidated Community School District 64, Illinois",39374,"Park Ridge Consolidated Community School District 64, Illinois",747
"G17030900","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"General George Patton School District 133","30900",,,,"General George Patton School District 133, Illinois",2655,"General George Patton School District 133, Illinois",19
"G17031080","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Pekin Public School District108","31080",,,,"Pekin Public School District108, Illinois",32911,"Pekin Public School District108, Illinois",423
"G17031140","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Pembroke Consolidated Community School District 259","31140",,,,"Pembroke Consolidated Community School District 259, Illinois",2561,"Pembroke Consolidated Community School District 259, Illinois",196
"G17031200","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Pennoyer School District 79","31200",,,,"Pennoyer School District 79, Illinois",4852,"Pennoyer School District 79, Illinois",502
"G17031380","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Peru Elementary School District 124","31380",,,,"Peru Elementary School District 124, Illinois",9971,"Peru Elementary School District 124, Illinois",111
"G17031560","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Community Consolidated School District 204","31560",,,,"Community Consolidated School District 204, Illinois",4080,"Community Consolidated School District 204, Illinois",319
"G17031860","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Pleasant Hill School District 69","31860",,,,"Pleasant Hill School District 69, Illinois",2146,"Pleasant Hill School District 69, Illinois",270
"G17031950","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Pleasant Valley School District 62","31950",,,,"Pleasant Valley School District 62, Illinois",4246,"Pleasant Valley School District 62, Illinois",595
"G17032040","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Pleasantdale School District 107","32040",,,,"Pleasantdale School District 107, Illinois",8126,"Pleasantdale School District 107, Illinois",583
"G17032090","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Potomac Community Unit School District 10","32090",,,,"Potomac Community Unit School District 10, Illinois",1249,"Potomac Community Unit School District 10, Illinois",143
"G17032160","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Pontiac Community Consolidated School District 429","32160",,,,"Pontiac Community Consolidated School District 429, Illinois",13213,"Pontiac Community Consolidated School District 429, Illinois",257
"G17032190","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Pontiac-William Holliday School District 105","32190",,,,"Pontiac-William Holliday School District 105, Illinois",7533,"Pontiac-William Holliday School District 105, Illinois",655
"G17032370","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Posen-Robbins Elementary School District 143-5","32370",,,,"Posen-Robbins Elementary School District 143-5, Illinois",11587,"Posen-Robbins Elementary School District 143-5, Illinois",598
"G17032490","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Prairie du Rocher Community Consolidated School District 134","32490",,,,"Prairie du Rocher Community Consolidated School District 134, Illinois",939,"Prairie du Rocher Community Consolidated School District 134, Illinois",159
"G17032520","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Prairie Grove Community School District 46","32520",,,,"Prairie Grove Community School District 46, Illinois",7861,"Prairie Grove Community School District 46, Illinois",461
"G17032550","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Prairie Hill Community Consolidated School District 133","32550",,,,"Prairie Hill Community Consolidated School District 133, Illinois",3506,"Prairie Hill Community Consolidated School District 133, Illinois",309
"G17032670","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Princeton Elementary School District 115","32670",,,,"Princeton Elementary School District 115, Illinois",11430,"Princeton Elementary School District 115, Illinois",283
"G17032850","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Prospect Heights School District 23","32850",,,,"Prospect Heights School District 23, Illinois",17863,"Prospect Heights School District 23, Illinois",739
"G17032970","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Queen Bee School District 16","32970",,,,"Queen Bee School District 16, Illinois",17298,"Queen Bee School District 16, Illinois",1118
"G17033030","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Raccoon Consolidated School District 1","33030",,,,"Raccoon Consolidated School District 1, Illinois",2238,"Raccoon Consolidated School District 1, Illinois",261
"G17033120","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Rankin Community School District 98","33120",,,,"Rankin Community School District 98, Illinois",3816,"Rankin Community School District 98, Illinois",286
"G17033210","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Rantoul City School District 137","33210",,,,"Rantoul City School District 137, Illinois",12368,"Rantoul City School District 137, Illinois",304
"G17033390","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Rhodes School District 84-5","33390",,,,"Rhodes School District 84-5, Illinois",4735,"Rhodes School District 84-5, Illinois",449
"G17033450","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Richland School District 88A","33450",,,,"Richland School District 88A, Illinois",10594,"Richland School District 88A, Illinois",873
"G17033690","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Ridgeland School District 122","33690",,,,"Ridgeland School District 122, Illinois",20640,"Ridgeland School District 122, Illinois",969
"G17033750","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Riley Community Consolidated School District 18","33750",,,,"Riley Community Consolidated School District 18, Illinois",3142,"Riley Community Consolidated School District 18, Illinois",339
"G17033810","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"River Forest School District 90","33810",,,,"River Forest School District 90, Illinois",11123,"River Forest School District 90, Illinois",24
"G17033840","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"River Grove School District 85-5","33840",,,,"River Grove School District 85-5, Illinois",7819,"River Grove School District 85-5, Illinois",374
"G17033870","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"River Trails School District 26","33870",,,,"River Trails School District 26, Illinois",15778,"River Trails School District 26, Illinois",677
"G17033900","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Riverdale School District 14","33900",,,,"Riverdale School District 14, Illinois",1195,"Riverdale School District 14, Illinois",168
"G17033990","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Riverside School District 96","33990",,,,"Riverside School District 96, Illinois",12776,"Riverside School District 96, Illinois",320
"G17034110","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Riverview Consolidated Community School District 2","34110",,,,"Riverview Consolidated Community School District 2, Illinois",2603,"Riverview Consolidated Community School District 2, Illinois",139
"G17034170","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Robein School District 85","34170",,,,"Robein School District 85, Illinois",2044,"Robein School District 85, Illinois",274
"G17034260","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Rochelle Community Consolidated District 231","34260",,,,"Rochelle Community Consolidated District 231, Illinois",13617,"Rochelle Community Consolidated District 231, Illinois",230
"G17034350","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Rock Falls Elementary School District 13","34350",,,,"Rock Falls Elementary School District 13, Illinois",8033,"Rock Falls Elementary School District 13, Illinois",235
"G17034470","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Rockdale School District 84","34470",,,,"Rockdale School District 84, Illinois",2338,"Rockdale School District 84, Illinois",294
"G17034540","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Rockton School District 140","34540",,,,"Rockton School District 140, Illinois",10001,"Rockton School District 140, Illinois",593
"G17034590","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Rome Community Consolidated School District 2","34590",,,,"Rome Community Consolidated School District 2, Illinois",3025,"Rome Community Consolidated School District 2, Illinois",349
"G17034620","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Rondout School District 72","34620",,,,"Rondout School District 72, Illinois",1808,"Rondout School District 72, Illinois",243
"G17034650","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Rooks Creek Community Consolidated School District 425","34650",,,,"Rooks Creek Community Consolidated School District 425, Illinois",414,"Rooks Creek Community Consolidated School District 425, Illinois",100
"G17034710","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Roselle School District 12","34710",,,,"Roselle School District 12, Illinois",7990,"Roselle School District 12, Illinois",641
"G17034740","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Schaumburg Community Consolidated School District 54","34740",,,,"Schaumburg Community Consolidated School District 54, Illinois",132880,"Schaumburg Community Consolidated School District 54, Illinois",511
"G17034770","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Rosemont Elementary School District 78","34770",,,,"Rosemont Elementary School District 78, Illinois",1857,"Rosemont Elementary School District 78, Illinois",281
"G17035100","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Rutland Community Consolidated School District 230","35100",,,,"Rutland Community Consolidated School District 230, Illinois",755,"Rutland Community Consolidated School District 230, Illinois",179
"G17035160","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Salem School District 111","35160",,,,"Salem School District 111, Illinois",8738,"Salem School District 111, Illinois",331
"G17035220","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Salt Creek School District 48","35220",,,,"Salt Creek School District 48, Illinois",9406,"Salt Creek School District 48, Illinois",912
"G17035340","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Sandridge School District 172","35340",,,,"Sandridge School District 172, Illinois",4190,"Sandridge School District 172, Illinois",668
"G17035400","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Saratoga Community Consolidated School District 60C","35400",,,,"Saratoga Community Consolidated School District 60C, Illinois",5177,"Saratoga Community Consolidated School District 60C, Illinois",90
"G17035460","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Community Consolidated School District 168","35460",,,,"Community Consolidated School District 168, Illinois",10033,"Community Consolidated School District 168, Illinois",364
"G17035640","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Schiller Park School District 81","35640",,,,"Schiller Park School District 81, Illinois",12479,"Schiller Park School District 81, Illinois",349
"G17035770","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Selmaville Community Consolidated School District 10","35770",,,,"Selmaville Community Consolidated School District 10, Illinois",1775,"Selmaville Community Consolidated School District 10, Illinois",241
"G17035820","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Seneca Community Consolidated School District 170","35820",,,,"Seneca Community Consolidated School District 170, Illinois",3370,"Seneca Community Consolidated School District 170, Illinois",319
"G17036210","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Shiloh Village School District 85","36210",,,,"Shiloh Village School District 85, Illinois",5353,"Shiloh Village School District 85, Illinois",496
"G17036240","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Shirland Community Consolidated School District 134","36240",,,,"Shirland Community Consolidated School District 134, Illinois",1893,"Shirland Community Consolidated School District 134, Illinois",309
"G17036300","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Elementary School District 159","36300",,,,"Elementary School District 159, Illinois",17247,"Elementary School District 159, Illinois",849
"G17036330","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Signal Hill School District 181","36330",,,,"Signal Hill School District 181, Illinois",3007,"Signal Hill School District 181, Illinois",501
"G17036360","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Silvis School District 34","36360",,,,"Silvis School District 34, Illinois",5245,"Silvis School District 34, Illinois",494
"G17036450","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Skokie School District 68","36450",,,,"Skokie School District 68, Illinois",21113,"Skokie School District 68, Illinois",769
"G17036480","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Skokie School District 69","36480",,,,"Skokie School District 69, Illinois",17977,"Skokie School District 69, Illinois",1038
"G17036510","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Smithton Community Consolidated School District 130","36510",,,,"Smithton Community Consolidated School District 130, Illinois",3993,"Smithton Community Consolidated School District 130, Illinois",360
"G17036720","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"South Holland School District 150","36720",,,,"South Holland School District 150, Illinois",9685,"South Holland School District 150, Illinois",671
"G17036750","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"South Holland School District 151","36750",,,,"South Holland School District 151, Illinois",12905,"South Holland School District 151, Illinois",811
"G17036780","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"South Pekin School District 137","36780",,,,"South Pekin School District 137, Illinois",1835,"South Pekin School District 137, Illinois",202
"G17036810","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Burbank School District 111","36810",,,,"Burbank School District 111, Illinois",28473,"Burbank School District 111, Illinois",245
"G17036840","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"South Wilmington Consolidated School District 74","36840",,,,"South Wilmington Consolidated School District 74, Illinois",860,"South Wilmington Consolidated School District 74, Illinois",114
"G17037020","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Spring Lake Community Consolidated School District 606","37020",,,,"Spring Lake Community Consolidated School District 606, Illinois",778,"Spring Lake Community Consolidated School District 606, Illinois",142
"G17037050","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Spring Valley Community Consolidated School District 99","37050",,,,"Spring Valley Community Consolidated School District 99, Illinois",5829,"Spring Valley Community Consolidated School District 99, Illinois",110
"G17037120","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"St. Anne Consolidated Community School District 256","37120",,,,"St. Anne Consolidated Community School District 256, Illinois",2882,"St. Anne Consolidated Community School District 256, Illinois",265
"G17037320","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"St. George Community Consolidated School District 258","37320",,,,"St. George Community Consolidated School District 258, Illinois",2880,"St. George Community Consolidated School District 258, Illinois",436
"G17037380","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"St. Joseph Community Consolidated School District 169","37380",,,,"St. Joseph Community Consolidated School District 169, Illinois",5886,"St. Joseph Community Consolidated School District 169, Illinois",190
"G17037440","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"St. Libory Consolidated School District 30","37440",,,,"St. Libory Consolidated School District 30, Illinois",741,"St. Libory Consolidated School District 30, Illinois",161
"G17037470","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"St. Rose School District 14-15","37470",,,,"St. Rose School District 14-15, Illinois",1358,"St. Rose School District 14-15, Illinois",151
"G17037680","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Steger School District 194","37680",,,,"Steger School District 194, Illinois",14119,"Steger School District 194, Illinois",545
"G17037800","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Steward Elementary School District 220","37800",,,,"Steward Elementary School District 220, Illinois",801,"Steward Elementary School District 220, Illinois",111
"G17037860","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Central Stickney School District 110","37860",,,,"Central Stickney School District 110, Illinois",2463,"Central Stickney School District 110, Illinois",237
"G17038190","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Summersville School District 79","38190",,,,"Summersville School District 79, Illinois",2104,"Summersville School District 79, Illinois",327
"G17038220","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Summit Hill School District 161","38220",,,,"Summit Hill School District 161, Illinois",21129,"Summit Hill School District 161, Illinois",639
"G17038370","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Sunnybrook School District 171","38370",,,,"Sunnybrook School District 171, Illinois",10267,"Sunnybrook School District 171, Illinois",540
"G17038400","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Sunset Ridge School District 29","38400",,,,"Sunset Ridge School District 29, Illinois",4088,"Sunset Ridge School District 29, Illinois",194
"G17038520","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Taft School District 90","38520",,,,"Taft School District 90, Illinois",4902,"Taft School District 90, Illinois",503
"G17038550","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Tamaroa School District 5","38550",,,,"Tamaroa School District 5, Illinois",1317,"Tamaroa School District 5, Illinois",203
"G17038790","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Thomasboro Community Consolidated School District 130","38790",,,,"Thomasboro Community Consolidated School District 130, Illinois",2214,"Thomasboro Community Consolidated School District 130, Illinois",260
"G17038910","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Thornton School District 154","38910",,,,"Thornton School District 154, Illinois",2590,"Thornton School District 154, Illinois",367
"G17039030","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Community Consolidated School District 146","39030",,,,"Community Consolidated School District 146, Illinois",28647,"Community Consolidated School District 146, Illinois",916
"G17039180","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Tonica Community Consolidated School District 79","39180",,,,"Tonica Community Consolidated School District 79, Illinois",1433,"Tonica Community Consolidated School District 79, Illinois",170
"G17039510","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,"Troy Community Consolidated School District 30C","39510",,,,"Troy Community Consolidated School District 30C, Illinois",35403,"Troy Community Consolidated School District 30C, Illinois",648
