GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
G250021072495,2006-2010,,,Massachusetts,25,Norfolk County,21,Walpole town,72495,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walpole town, Norfolk County, Massachusetts",23673,22222,490,0,617,0,229,115,5,110,"Walpole town, Norfolk County, Massachusetts",31,448,239,127,330,127,229,90,8,90
G250021074175,2006-2010,,,Massachusetts,25,Norfolk County,21,Wellesley town,74175,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wellesley town, Norfolk County, Massachusetts",27623,22927,364,4,3273,29,468,558,52,506,"Wellesley town, Norfolk County, Massachusetts",25,608,137,10,506,51,260,205,41,200
G250021078690,2006-2010,,,Massachusetts,25,Norfolk County,21,Westwood town,78690,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westwood town, Norfolk County, Massachusetts",14405,13382,76,0,580,6,31,330,0,330,"Westwood town, Norfolk County, Massachusetts",22,271,91,127,197,9,38,182,127,182
G250021078972,2006-2010,,,Massachusetts,25,Norfolk County,21,Weymouth Town city,78972,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weymouth Town city, Norfolk County, Massachusetts",53342,48877,1820,70,1769,0,324,482,97,385,"Weymouth Town city, Norfolk County, Massachusetts",33,636,522,55,449,127,164,172,67,159
G250021082315,2006-2010,,,Massachusetts,25,Norfolk County,21,Wrentham town,82315,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wrentham town, Norfolk County, Massachusetts",10812,10493,183,0,83,0,0,53,0,53,"Wrentham town, Norfolk County, Massachusetts",23,234,205,127,87,127,127,74,127,74
G250023000000,2006-2010,,,Massachusetts,25,Plymouth County,23,County subdivisions not defined,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"County subdivisions not defined, Plymouth County, Massachusetts",0,0,0,0,0,0,0,0,0,0,"County subdivisions not defined, Plymouth County, Massachusetts",127,127,127,127,127,127,127,127,127,127
G250023000170,2006-2010,,,Massachusetts,25,Plymouth County,23,Abington town,170,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abington town, Plymouth County, Massachusetts",15704,14978,311,0,335,0,22,58,12,46,"Abington town, Plymouth County, Massachusetts",46,385,317,127,188,127,36,68,20,64
G250023008085,2006-2010,,,Massachusetts,25,Plymouth County,23,Bridgewater town,8085,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bridgewater town, Plymouth County, Massachusetts",26396,24369,922,28,223,0,375,479,145,334,"Bridgewater town, Plymouth County, Massachusetts",26,466,265,36,148,127,121,205,132,145
G250023009000,2006-2010,,,Massachusetts,25,Plymouth County,23,Brockton city,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brockton city, Plymouth County, Massachusetts",93869,47760,32871,183,2176,0,7048,3831,829,3002,"Brockton city, Plymouth County, Massachusetts",31,1256,983,116,664,127,1085,551,253,498
G250023011665,2006-2010,,,Massachusetts,25,Plymouth County,23,Carver town,11665,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carver town, Plymouth County, Massachusetts",11447,10891,145,0,41,0,186,184,19,165,"Carver town, Plymouth County, Massachusetts",33,189,134,127,47,127,121,92,23,88
G250023017895,2006-2010,,,Massachusetts,25,Plymouth County,23,Duxbury town,17895,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duxbury town, Plymouth County, Massachusetts",14897,14752,0,0,99,0,34,12,12,0,"Duxbury town, Plymouth County, Massachusetts",29,81,127,127,56,127,54,20,20,127
G250023018455,2006-2010,,,Massachusetts,25,Plymouth County,23,East Bridgewater town,18455,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Bridgewater town, Plymouth County, Massachusetts",13636,13365,41,0,87,0,69,74,0,74,"East Bridgewater town, Plymouth County, Massachusetts",17,129,34,127,88,127,55,56,127,56
G250023027795,2006-2010,,,Massachusetts,25,Plymouth County,23,Halifax town,27795,,,,,,,,,,,,,,,,,,,,,,,,,,,"Halifax town, Plymouth County, Massachusetts",7508,7167,0,152,0,0,43,146,0,146,"Halifax town, Plymouth County, Massachusetts",30,233,127,173,127,127,38,148,127,148
G250023028285,2006-2010,,,Massachusetts,25,Plymouth County,23,Hanover town,28285,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanover town, Plymouth County, Massachusetts",13743,13293,249,0,166,0,0,35,0,35,"Hanover town, Plymouth County, Massachusetts",20,240,203,127,157,127,127,40,127,40
G250023028495,2006-2010,,,Massachusetts,25,Plymouth County,23,Hanson town,28495,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanson town, Plymouth County, Massachusetts",10094,9472,217,0,52,0,13,340,131,209,"Hanson town, Plymouth County, Massachusetts",34,275,175,127,74,127,20,226,194,117
G250023030210,2006-2010,,,Massachusetts,25,Plymouth County,23,Hingham town,30210,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hingham town, Plymouth County, Massachusetts",21731,21151,180,0,253,0,53,94,8,86,"Hingham town, Plymouth County, Massachusetts",21,239,127,127,161,127,49,80,13,79
G250023031645,2006-2010,,,Massachusetts,25,Plymouth County,23,Hull town,31645,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hull town, Plymouth County, Massachusetts",10420,9906,191,105,63,0,41,114,0,114,"Hull town, Plymouth County, Massachusetts",16,298,187,92,76,127,64,82,127,82
G250023033220,2006-2010,,,Massachusetts,25,Plymouth County,23,Kingston town,33220,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kingston town, Plymouth County, Massachusetts",12470,11910,0,23,250,13,47,227,59,168,"Kingston town, Plymouth County, Massachusetts",20,348,127,32,235,22,76,198,97,164
G250023033920,2006-2010,,,Massachusetts,25,Plymouth County,23,Lakeville town,33920,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakeville town, Plymouth County, Massachusetts",10462,9803,379,0,95,0,62,123,0,123,"Lakeville town, Plymouth County, Massachusetts",42,323,261,127,137,127,98,98,127,98
G250023038540,2006-2010,,,Massachusetts,25,Plymouth County,23,Marion town,38540,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion town, Plymouth County, Massachusetts",4948,4509,0,24,74,0,198,143,117,26,"Marion town, Plymouth County, Massachusetts",16,232,127,39,81,127,219,89,85,43
G250023038855,2006-2010,,,Massachusetts,25,Plymouth County,23,Marshfield town,38855,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshfield town, Plymouth County, Massachusetts",24969,24248,100,93,141,0,139,248,24,224,"Marshfield town, Plymouth County, Massachusetts",21,248,78,140,128,127,114,138,26,133
G250023039450,2006-2010,,,Massachusetts,25,Plymouth County,23,Mattapoisett town,39450,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mattapoisett town, Plymouth County, Massachusetts",6079,6011,45,0,0,0,11,12,0,12,"Mattapoisett town, Plymouth County, Massachusetts",18,61,53,127,127,127,18,20,127,20
G250023040850,2006-2010,,,Massachusetts,25,Plymouth County,23,Middleborough town,40850,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middleborough town, Plymouth County, Massachusetts",22538,21068,384,49,523,15,111,388,107,281,"Middleborough town, Plymouth County, Massachusetts",23,475,179,70,375,18,73,156,79,139
G250023050145,2006-2010,,,Massachusetts,25,Plymouth County,23,Norwell town,50145,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwell town, Plymouth County, Massachusetts",10370,9886,93,0,174,0,139,78,0,78,"Norwell town, Plymouth County, Massachusetts",25,239,110,127,138,127,183,82,127,82
G250023052630,2006-2010,,,Massachusetts,25,Plymouth County,23,Pembroke town,52630,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pembroke town, Plymouth County, Massachusetts",17660,17260,231,0,126,0,0,43,0,43,"Pembroke town, Plymouth County, Massachusetts",23,288,227,127,150,127,127,46,127,46
G250023054310,2006-2010,,,Massachusetts,25,Plymouth County,23,Plymouth town,54310,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth town, Plymouth County, Massachusetts",55606,52614,1113,65,340,23,682,769,154,615,"Plymouth town, Plymouth County, Massachusetts",31,566,281,42,162,38,325,218,123,182
G250023054415,2006-2010,,,Massachusetts,25,Plymouth County,23,Plympton town,54415,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plympton town, Plymouth County, Massachusetts",2777,2721,0,0,0,0,19,37,21,16,"Plympton town, Plymouth County, Massachusetts",34,51,127,127,127,127,18,32,24,21
G250023057600,2006-2010,,,Massachusetts,25,Plymouth County,23,Rochester town,57600,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester town, Plymouth County, Massachusetts",5109,4744,125,0,145,0,53,42,28,14,"Rochester town, Plymouth County, Massachusetts",19,208,184,127,134,127,53,41,33,23
G250023057775,2006-2010,,,Massachusetts,25,Plymouth County,23,Rockland town,57775,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockland town, Plymouth County, Massachusetts",17511,16033,710,14,300,0,35,419,0,419,"Rockland town, Plymouth County, Massachusetts",20,522,332,23,336,127,48,241,127,241
G250023060330,2006-2010,,,Massachusetts,25,Plymouth County,23,Scituate town,60330,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scituate town, Plymouth County, Massachusetts",18075,17423,88,0,112,0,189,263,34,229,"Scituate town, Plymouth County, Massachusetts",20,290,130,127,93,127,238,138,33,137
G250023072985,2006-2010,,,Massachusetts,25,Plymouth County,23,Wareham town,72985,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wareham town, Plymouth County, Massachusetts",21536,19650,489,0,387,0,676,334,168,166,"Wareham town, Plymouth County, Massachusetts",21,532,188,127,212,127,426,138,85,106
G250023075260,2006-2010,,,Massachusetts,25,Plymouth County,23,West Bridgewater town,75260,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Bridgewater town, Plymouth County, Massachusetts",6859,6439,230,51,78,0,17,44,24,20,"West Bridgewater town, Plymouth County, Massachusetts",20,240,203,77,101,127,26,50,38,32
G250023079530,2006-2010,,,Massachusetts,25,Plymouth County,23,Whitman town,79530,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitman town, Plymouth County, Massachusetts",14370,13545,302,37,115,0,189,182,48,134,"Whitman town, Plymouth County, Massachusetts",24,297,179,44,109,127,136,100,55,85
G250025000000,2006-2010,,,Massachusetts,25,Suffolk County,25,County subdivisions not defined,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"County subdivisions not defined, Suffolk County, Massachusetts",0,0,0,0,0,0,0,0,0,0,"County subdivisions not defined, Suffolk County, Massachusetts",127,127,127,127,127,127,127,127,127,127
G250025007000,2006-2010,,,Massachusetts,25,Suffolk County,25,Boston city,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boston city, Suffolk County, Massachusetts",602609,324786,150580,2148,53958,345,49905,20887,4031,16856,"Boston city, Suffolk County, Massachusetts",58,2254,2139,413,891,172,2407,1580,707,1409
G250025013205,2006-2010,,,Massachusetts,25,Suffolk County,25,Chelsea city,13205,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelsea city, Suffolk County, Massachusetts",34532,16628,3293,0,972,0,3466,10173,293,9880,"Chelsea city, Suffolk County, Massachusetts",40,1368,756,127,424,127,866,1585,157,1571
G250025056585,2006-2010,,,Massachusetts,25,Suffolk County,25,Revere city,56585,,,,,,,,,,,,,,,,,,,,,,,,,,,"Revere city, Suffolk County, Massachusetts",50008,37748,2010,310,3147,0,4447,2346,336,2010,"Revere city, Suffolk County, Massachusetts",58,1322,604,242,674,127,1034,795,184,798
G250025081005,2006-2010,,,Massachusetts,25,Suffolk County,25,Winthrop Town city,81005,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winthrop Town city, Suffolk County, Massachusetts",17311,15512,227,18,158,0,726,670,172,498,"Winthrop Town city, Suffolk County, Massachusetts",26,514,162,22,95,127,312,342,132,296
G250027001885,2006-2010,,,Massachusetts,25,Worcester County,27,Ashburnham town,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashburnham town, Worcester County, Massachusetts",5991,5580,63,30,48,0,100,170,69,101,"Ashburnham town, Worcester County, Massachusetts",33,216,81,53,58,127,128,111,79,81
G250027002480,2006-2010,,,Massachusetts,25,Worcester County,27,Athol town,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,"Athol town, Worcester County, Massachusetts",11559,10799,90,82,78,0,119,391,28,363,"Athol town, Worcester County, Massachusetts",25,337,63,69,74,127,111,222,32,221
G250027002760,2006-2010,,,Massachusetts,25,Worcester County,27,Auburn town,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auburn town, Worcester County, Massachusetts",16185,15661,129,41,114,13,117,110,4,106,"Auburn town, Worcester County, Massachusetts",28,235,160,68,112,23,109,101,52,85
G250027003740,2006-2010,,,Massachusetts,25,Worcester County,27,Barre town,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barre town, Worcester County, Massachusetts",5370,5316,0,0,0,0,54,0,0,0,"Barre town, Worcester County, Massachusetts",37,76,127,127,127,127,63,127,127,127
G250027005490,2006-2010,,,Massachusetts,25,Worcester County,27,Berlin town,5490,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berlin town, Worcester County, Massachusetts",2789,2671,25,0,27,10,12,44,6,38,"Berlin town, Worcester County, Massachusetts",22,62,31,127,19,16,13,32,10,30
G250027006015,2006-2010,,,Massachusetts,25,Worcester County,27,Blackstone town,6015,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blackstone town, Worcester County, Massachusetts",9003,8523,128,0,56,0,21,275,0,275,"Blackstone town, Worcester County, Massachusetts",20,246,178,127,47,127,34,165,127,165
G250027006365,2006-2010,,,Massachusetts,25,Worcester County,27,Bolton town,6365,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolton town, Worcester County, Massachusetts",4779,4625,0,0,77,0,0,77,0,77,"Bolton town, Worcester County, Massachusetts",21,131,127,127,74,127,127,78,127,78
G250027007525,2006-2010,,,Massachusetts,25,Worcester County,27,Boylston town,7525,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boylston town, Worcester County, Massachusetts",4308,4133,0,5,117,0,22,31,0,31,"Boylston town, Worcester County, Massachusetts",27,141,127,11,106,127,35,33,127,33
G250027009105,2006-2010,,,Massachusetts,25,Worcester County,27,Brookfield town,9105,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brookfield town, Worcester County, Massachusetts",3342,3302,12,0,13,0,8,7,0,7,"Brookfield town, Worcester County, Massachusetts",24,39,18,127,20,127,12,12,127,12
G250027012715,2006-2010,,,Massachusetts,25,Worcester County,27,Charlton town,12715,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlton town, Worcester County, Massachusetts",12708,12379,30,0,49,0,144,106,47,59,"Charlton town, Worcester County, Massachusetts",22,218,51,127,58,127,145,112,75,60
G250027014395,2006-2010,,,Massachusetts,25,Worcester County,27,Clinton town,14395,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton town, Worcester County, Massachusetts",13610,12153,335,52,86,12,772,200,12,188,"Clinton town, Worcester County, Massachusetts",23,453,214,52,49,24,375,141,22,138
G250027017300,2006-2010,,,Massachusetts,25,Worcester County,27,Douglas town,17300,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas town, Worcester County, Massachusetts",8239,7960,29,34,15,0,82,119,60,59,"Douglas town, Worcester County, Massachusetts",16,144,51,50,26,127,61,88,71,59
G250027017685,2006-2010,,,Massachusetts,25,Worcester County,27,Dudley town,17685,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dudley town, Worcester County, Massachusetts",11171,10441,130,34,155,0,66,345,12,333,"Dudley town, Worcester County, Massachusetts",31,268,102,33,158,127,49,179,20,177
G250027018560,2006-2010,,,Massachusetts,25,Worcester County,27,East Brookfield town,18560,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Brookfield town, Worcester County, Massachusetts",2034,1981,16,0,0,0,0,37,0,37,"East Brookfield town, Worcester County, Massachusetts",139,135,22,127,127,127,127,44,127,44
G250027023875,2006-2010,,,Massachusetts,25,Worcester County,27,Fitchburg city,23875,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fitchburg city, Worcester County, Massachusetts",40214,33093,1899,55,1660,0,2524,983,328,655,"Fitchburg city, Worcester County, Massachusetts",33,1025,631,48,553,127,634,236,159,160
G250027025485,2006-2010,,,Massachusetts,25,Worcester County,27,Gardner city,25485,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gardner city, Worcester County, Massachusetts",20386,18552,702,58,385,20,250,419,55,364,"Gardner city, Worcester County, Massachusetts",22,380,266,59,230,34,121,182,51,165
G250027026430,2006-2010,,,Massachusetts,25,Worcester County,27,Grafton town,26430,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton town, Worcester County, Massachusetts",17281,15242,385,0,1395,0,69,190,55,135,"Grafton town, Worcester County, Massachusetts",26,368,260,127,299,127,73,113,59,96
G250027028740,2006-2010,,,Massachusetts,25,Worcester County,27,Hardwick town,28740,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardwick town, Worcester County, Massachusetts",2926,2822,68,0,14,0,0,22,0,22,"Hardwick town, Worcester County, Massachusetts",24,131,92,127,18,127,127,50,127,50
G250027028950,2006-2010,,,Massachusetts,25,Worcester County,27,Harvard town,28950,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harvard town, Worcester County, Massachusetts",6433,5701,250,57,274,0,78,73,9,64,"Harvard town, Worcester County, Massachusetts",27,163,60,46,144,127,49,69,16,66
G250027030560,2006-2010,,,Massachusetts,25,Worcester County,27,Holden town,30560,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holden town, Worcester County, Massachusetts",17073,16330,95,13,465,21,21,128,25,103,"Holden town, Worcester County, Massachusetts",27,280,98,20,224,35,34,115,42,107
G250027030945,2006-2010,,,Massachusetts,25,Worcester County,27,Hopedale town,30945,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopedale town, Worcester County, Massachusetts",5902,5713,16,0,173,0,0,0,0,0,"Hopedale town, Worcester County, Massachusetts",19,145,27,127,142,127,127,127,127,127
G250027031435,2006-2010,,,Massachusetts,25,Worcester County,27,Hubbardston town,31435,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hubbardston town, Worcester County, Massachusetts",4310,4150,0,0,31,0,105,24,12,12,"Hubbardston town, Worcester County, Massachusetts",20,110,127,127,35,127,109,28,19,21
G250027034165,2006-2010,,,Massachusetts,25,Worcester County,27,Lancaster town,34165,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster town, Worcester County, Massachusetts",7776,6695,554,10,161,0,160,196,81,115,"Lancaster town, Worcester County, Massachusetts",19,297,271,17,96,127,78,115,48,109
G250027034795,2006-2010,,,Massachusetts,25,Worcester County,27,Leicester town,34795,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester town, Worcester County, Massachusetts",10911,10215,290,8,209,0,129,60,0,60,"Leicester town, Worcester County, Massachusetts",35,371,242,13,158,127,120,71,127,71
G250027035075,2006-2010,,,Massachusetts,25,Worcester County,27,Leominster city,35075,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leominster city, Worcester County, Massachusetts",40941,34741,1818,119,1004,0,2232,1027,280,747,"Leominster city, Worcester County, Massachusetts",71,906,474,97,367,127,825,417,167,374
G250027037420,2006-2010,,,Massachusetts,25,Worcester County,27,Lunenburg town,37420,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lunenburg town, Worcester County, Massachusetts",9985,9486,103,0,192,0,0,204,0,204,"Lunenburg town, Worcester County, Massachusetts",16,285,96,127,163,127,127,131,127,131
G250027040255,2006-2010,,,Massachusetts,25,Worcester County,27,Mendon town,40255,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendon town, Worcester County, Massachusetts",5759,5545,27,28,28,0,14,117,0,117,"Mendon town, Worcester County, Massachusetts",33,138,31,44,24,127,20,103,127,103
G250027041165,2006-2010,,,Massachusetts,25,Worcester County,27,Milford town,41165,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milford town, Worcester County, Massachusetts",27855,24836,383,134,482,12,1337,671,305,366,"Milford town, Worcester County, Massachusetts",38,675,215,116,270,19,594,303,169,257
G250027041340,2006-2010,,,Massachusetts,25,Worcester County,27,Millbury town,41340,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millbury town, Worcester County, Massachusetts",13220,12560,46,0,364,0,88,162,21,141,"Millbury town, Worcester County, Massachusetts",29,257,43,127,192,127,70,146,33,142
G250027041585,2006-2010,,,Massachusetts,25,Worcester County,27,Millville town,41585,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millville town, Worcester County, Massachusetts",3114,3057,7,0,0,0,5,45,0,45,"Millville town, Worcester County, Massachusetts",19,43,13,127,127,127,8,38,127,38
G250027045105,2006-2010,,,Massachusetts,25,Worcester County,27,New Braintree town,45105,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Braintree town, Worcester County, Massachusetts",997,992,0,0,0,0,3,2,2,0,"New Braintree town, Worcester County, Massachusetts",206,202,127,127,127,127,7,4,4,127
G250027046820,2006-2010,,,Massachusetts,25,Worcester County,27,Northborough town,46820,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northborough town, Worcester County, Massachusetts",14161,12486,42,14,1064,0,218,337,121,216,"Northborough town, Worcester County, Massachusetts",31,300,46,19,203,127,133,172,99,118
G250027046925,2006-2010,,,Massachusetts,25,Worcester County,27,Northbridge town,46925,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northbridge town, Worcester County, Massachusetts",15287,14797,78,0,194,0,40,178,0,178,"Northbridge town, Worcester County, Massachusetts",26,248,82,127,161,127,35,137,127,137
G250027047135,2006-2010,,,Massachusetts,25,Worcester County,27,North Brookfield town,47135,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Brookfield town, Worcester County, Massachusetts",4691,4499,22,15,0,0,0,155,0,155,"North Brookfield town, Worcester County, Massachusetts",22,123,34,25,127,127,127,118,127,118
G250027050670,2006-2010,,,Massachusetts,25,Worcester County,27,Oakham town,50670,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oakham town, Worcester County, Massachusetts",1867,1835,0,5,0,0,9,18,0,18,"Oakham town, Worcester County, Massachusetts",122,116,127,8,127,127,12,15,127,15
G250027051825,2006-2010,,,Massachusetts,25,Worcester County,27,Oxford town,51825,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxford town, Worcester County, Massachusetts",13690,13138,84,41,113,0,61,253,38,215,"Oxford town, Worcester County, Massachusetts",31,280,75,66,123,127,81,158,49,150
G250027052420,2006-2010,,,Massachusetts,25,Worcester County,27,Paxton town,52420,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paxton town, Worcester County, Massachusetts",4745,4385,209,0,101,0,18,32,32,0,"Paxton town, Worcester County, Massachusetts",16,245,203,127,79,127,29,40,40,127
G250027053120,2006-2010,,,Massachusetts,25,Worcester County,27,Petersham town,53120,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersham town, Worcester County, Massachusetts",1339,1268,9,0,37,0,0,25,4,21,"Petersham town, Worcester County, Massachusetts",205,201,13,127,30,127,127,19,6,18
G250027053225,2006-2010,,,Massachusetts,25,Worcester County,27,Phillipston town,53225,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillipston town, Worcester County, Massachusetts",1849,1797,3,0,3,0,21,25,0,25,"Phillipston town, Worcester County, Massachusetts",161,160,5,127,4,127,23,24,127,24
G250027055395,2006-2010,,,Massachusetts,25,Worcester County,27,Princeton town,55395,,,,,,,,,,,,,,,,,,,,,,,,,,,"Princeton town, Worcester County, Massachusetts",3406,3313,62,0,31,0,0,0,0,0,"Princeton town, Worcester County, Massachusetts",19,100,97,127,27,127,127,127,127,127
G250027058580,2006-2010,,,Massachusetts,25,Worcester County,27,Royalston town,58580,,,,,,,,,,,,,,,,,,,,,,,,,,,"Royalston town, Worcester County, Massachusetts",1101,1073,0,12,14,0,0,2,0,2,"Royalston town, Worcester County, Massachusetts",145,145,127,15,16,127,127,5,127,5
G250027058825,2006-2010,,,Massachusetts,25,Worcester County,27,Rutland town,58825,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutland town, Worcester County, Massachusetts",7700,7364,115,0,163,0,24,34,0,34,"Rutland town, Worcester County, Massachusetts",18,210,115,127,155,127,40,47,127,47
G250027061800,2006-2010,,,Massachusetts,25,Worcester County,27,Shrewsbury town,61800,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shrewsbury town, Worcester County, Massachusetts",35001,27752,809,25,5346,0,461,608,78,530,"Shrewsbury town, Worcester County, Massachusetts",28,546,335,31,500,127,225,226,53,222
G250027063165,2006-2010,,,Massachusetts,25,Worcester County,27,Southborough town,63165,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southborough town, Worcester County, Massachusetts",9617,8333,152,0,882,0,72,178,14,164,"Southborough town, Worcester County, Massachusetts",25,289,176,127,215,127,78,124,22,121
G250027063345,2006-2010,,,Massachusetts,25,Worcester County,27,Southbridge Town city,63345,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southbridge Town city, Worcester County, Massachusetts",16851,14715,330,14,597,0,451,744,109,635,"Southbridge Town city, Worcester County, Massachusetts",32,518,160,22,309,127,221,310,106,288
G250027066105,2006-2010,,,Massachusetts,25,Worcester County,27,Spencer town,66105,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer town, Worcester County, Massachusetts",11724,10982,42,27,0,0,509,164,0,164,"Spencer town, Worcester County, Massachusetts",29,475,68,32,127,127,474,87,127,87
G250027067385,2006-2010,,,Massachusetts,25,Worcester County,27,Sterling town,67385,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sterling town, Worcester County, Massachusetts",7719,7659,0,0,26,0,4,30,0,30,"Sterling town, Worcester County, Massachusetts",43,71,127,127,31,127,12,43,127,43
G250027068155,2006-2010,,,Massachusetts,25,Worcester County,27,Sturbridge town,68155,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sturbridge town, Worcester County, Massachusetts",9037,8690,17,0,165,0,0,165,10,155,"Sturbridge town, Worcester County, Massachusetts",24,201,26,127,155,127,127,135,16,138
G250027068610,2006-2010,,,Massachusetts,25,Worcester County,27,Sutton town,68610,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutton town, Worcester County, Massachusetts",8869,8793,15,0,61,0,0,0,0,0,"Sutton town, Worcester County, Massachusetts",17,72,25,127,69,127,127,127,127,127
G250027069275,2006-2010,,,Massachusetts,25,Worcester County,27,Templeton town,69275,,,,,,,,,,,,,,,,,,,,,,,,,,,"Templeton town, Worcester County, Massachusetts",7801,7589,15,0,79,0,0,118,24,94,"Templeton town, Worcester County, Massachusetts",20,166,24,127,131,127,127,89,37,81
G250027071480,2006-2010,,,Massachusetts,25,Worcester County,27,Upton town,71480,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upton town, Worcester County, Massachusetts",7231,7054,0,0,77,30,0,70,0,70,"Upton town, Worcester County, Massachusetts",20,131,127,127,89,38,127,58,127,58
G250027071620,2006-2010,,,Massachusetts,25,Worcester County,27,Uxbridge town,71620,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uxbridge town, Worcester County, Massachusetts",13081,12751,71,0,116,0,15,128,0,128,"Uxbridge town, Worcester County, Massachusetts",25,231,115,127,155,127,24,99,127,99
