GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSEC,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
"G04000082","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Colorado River Union High School District","00082",,,"Colorado River Union High School District, Arizona",62309,"Colorado River Union High School District, Arizona",942
"G04000450","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Agua Fria Union High School District","00450",,,"Agua Fria Union High School District, Arizona",103200,"Agua Fria Union High School District, Arizona",2371
"G04000720","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Antelope Union High School District","00720",,,"Antelope Union High School District, Arizona",5603,"Antelope Union High School District, Arizona",507
"G04001160","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Bicentennial Union High School District","01160",,,"Bicentennial Union High School District, Arizona",7912,"Bicentennial Union High School District, Arizona",523
"G04001410","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Buckeye Union High School District","01410",,,"Buckeye Union High School District, Arizona",52309,"Buckeye Union High School District, Arizona",1415
"G04001740","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Casa Grande Union High School District","01740",,,"Casa Grande Union High School District, Arizona",69070,"Casa Grande Union High School District, Arizona",1639
"G04003450","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Glendale Union High School District","03450",,,"Glendale Union High School District, Arizona",361673,"Glendale Union High School District, Arizona",4991
"G04004001","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Apache County High School District","04001",,,"Apache County High School District, Arizona",3945,"Apache County High School District, Arizona",570
"G04004003","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Cochise County High School District","04003",,,"Cochise County High School District, Arizona",14464,"Cochise County High School District, Arizona",882
"G04004005","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Coconino County High School District","04005",,,"Coconino County High School District, Arizona",1425,"Coconino County High School District, Arizona",230
"G04004007","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Gila County High School District","04007",,,"Gila County High School District, Arizona",3658,"Gila County High School District, Arizona",565
"G04004009","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Graham County High School District","04009",,,"Graham County High School District, Arizona",4024,"Graham County High School District, Arizona",508
"G04004011","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Greenlee County High School District","04011",,,"Greenlee County High School District, Arizona",20,"Greenlee County High School District, Arizona",26
"G04004013","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Maricopa County High School District","04013",,,"Maricopa County High School District, Arizona",2268,"Maricopa County High School District, Arizona",299
"G04004015","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Mohave County High School District","04015",,,"Mohave County High School District, Arizona",1945,"Mohave County High School District, Arizona",325
"G04004019","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Pima County High School District","04019",,,"Pima County High School District, Arizona",30173,"Pima County High School District, Arizona",1244
"G04004021","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Pinal County High School District","04021",,,"Pinal County High School District, Arizona",11507,"Pinal County High School District, Arizona",672
"G04004023","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County High School District","04023",,,"Santa Cruz County High School District, Arizona",1293,"Santa Cruz County High School District, Arizona",310
"G04004025","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Yavapai County High School District","04025",,,"Yavapai County High School District, Arizona",11927,"Yavapai County High School District, Arizona",1085
"G04005070","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Mingus Union High School District","05070",,,"Mingus Union High School District, Arizona",33190,"Mingus Union High School District, Arizona",1378
"G04006030","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Patagonia Union High School District","06030",,,"Patagonia Union High School District, Arizona",2036,"Patagonia Union High School District, Arizona",355
"G04006330","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Phoenix Union High School District","06330",,,"Phoenix Union High School District, Arizona",700904,"Phoenix Union High School District, Arizona",6525
"G04007530","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz Valley Union High School District","07530",,,"Santa Cruz Valley Union High School District, Arizona",13076,"Santa Cruz Valley Union High School District, Arizona",783
"G04008340","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Tempe Union High School District","08340",,,"Tempe Union High School District, Arizona",315198,"Tempe Union High School District, Arizona",2761
"G04008520","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Tolleson Union High School District","08520",,,"Tolleson Union High School District, Arizona",168751,"Tolleson Union High School District, Arizona",3342
"G04008910","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Valley Union High School District","08910",,,"Valley Union High School District, Arizona",4488,"Valley Union High School District, Arizona",498
"G04009630","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Yuma Union High School District","09630",,,"Yuma Union High School District, Arizona",183380,"Yuma Union High School District, Arizona",507
"G04099999","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of Arizona","99999",,,"Remainder of Arizona, Arizona",4155117,"Remainder of Arizona, Arizona",6564
"G06001650","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Acalanes Union High School District","01650",,,"Acalanes Union High School District, California",111346,"Acalanes Union High School District, California",1300
"G06002630","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Anaheim Union High School District","02630",,,"Anaheim Union High School District, California",380969,"Anaheim Union High School District, California",2627
"G06002670","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"West Sonoma County Union High School District","02670",,,"West Sonoma County Union High School District, California",48773,"West Sonoma County Union High School District, California",1681
"G06002700","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Anderson Union High School District","02700",,,"Anderson Union High School District, California",38990,"Anderson Union High School District, California",949
"G06002820","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Antelope Valley Union High School District","02820",,,"Antelope Valley Union High School District, California",341675,"Antelope Valley Union High School District, California",2629
"G06003030","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Northern Humboldt Union High School District","03030",,,"Northern Humboldt Union High School District, California",45045,"Northern Humboldt Union High School District, California",1111
"G06005160","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Bishop Joint Union High School District","05160",,,"Bishop Joint Union High School District, California",12747,"Bishop Joint Union High School District, California",326
"G06005820","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Brawley Union High School District","05820",,,"Brawley Union High School District, California",25375,"Brawley Union High School District, California",312
"G06005940","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Bret Harte Union High School District","05940",,,"Bret Harte Union High School District, California",19072,"Bret Harte Union High School District, California",999
"G06006037","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Alhambra Unified (9-12) School District","06037",,,"Alhambra Unified (9-12) School District, California",50724,"Alhambra Unified (9-12) School District, California",1655
"G06006053","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Gonzales Unified (9-12) School District","06053",,,"Gonzales Unified (9-12) School District, California",1907,"Gonzales Unified (9-12) School District, California",338
"G06006107","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Porterville Unified (9-12) School District","06107",,,"Porterville Unified (9-12) School District, California",46323,"Porterville Unified (9-12) School District, California",1748
"G06007230","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Campbell Union High School District","07230",,,"Campbell Union High School District, California",216454,"Campbell Union High School District, California",3072
"G06007920","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Centinela Valley Union High School District","07920",,,"Centinela Valley Union High School District, California",159989,"Centinela Valley Union High School District, California",2020
"G06008010","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Central Union High School District","08010",,,"Central Union High School District, California",51088,"Central Union High School District, California",731
"G06008160","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Chaffey Joint Union High School District","08160",,,"Chaffey Joint Union High School District, California",404437,"Chaffey Joint Union High School District, California",2486
"G06008550","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Chowchilla Union High School District","08550",,,"Chowchilla Union High School District, California",23159,"Chowchilla Union High School District, California",716
"G06009810","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Corning Union High School District","09810",,,"Corning Union High School District, California",15478,"Corning Union High School District, California",945
"G06010860","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Delano Joint Union High School District","10860",,,"Delano Joint Union High School District, California",64744,"Delano Joint Union High School District, California",835
"G06011700","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Dunsmuir Joint Union High School District","11700",,,"Dunsmuir Joint Union High School District, California",2847,"Dunsmuir Joint Union High School District, California",264
"G06011780","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"East Nicolaus Joint Union High School District","11780",,,"East Nicolaus Joint Union High School District, California",3042,"East Nicolaus Joint Union High School District, California",272
"G06011820","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"East Side Union High School District","11820",,,"East Side Union High School District, California",514502,"East Side Union High School District, California",3869
"G06012070","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"El Dorado Union High School District","12070",,,"El Dorado Union High School District, California",132036,"El Dorado Union High School District, California",923
"G06012120","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"El Monte Union High School District","12120",,,"El Monte Union High School District, California",182267,"El Monte Union High School District, California",1628
"G06012910","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,"Escondido Union High School District","12910",,,"Escondido Union High School District, California",154699,"Escondido Union High School District, California",1639
